cafeno,name,address,business_hours,tel,thumb
84590,도나파스텔,서울 서대문구 신촌역로 16 신촌가이아 1층,,02-365-7074,/home/data/thumb_img/img84590.jpg
84593,일므디,서울 중구 중림로 27,영업시간 월~토 10:00 ~ 23:00,,/home/data/thumb_img/img84593.jpg
84599,컴포즈커피 마포공덕점,서울 마포구 백범로 133,,02-718-0922,/home/data/thumb_img/img84599.jpg
84607,옾튼,서울 중구 만리재로 205-1,영업시간 월~토 11:00 ~ 18:00,,/home/data/thumb_img/img84607.jpg
84621,리제스트,서울 마포구 백범로 205 펜트라스 1층,,,/home/data/thumb_img/default8.jpg
84622,카페1800,서울 중구 만리재로 175,,,/home/data/thumb_img/default7.jpg
84633,커피더맨 추계예대점,서울 서대문구 북아현로25길 10 1층,,,/home/data/thumb_img/img84633.jpg
84635,스타벅스 서강대흥역점,서울 마포구 백범로 89,"영업시간 토,일 08:00 ~ 22:00",1522-3232,/home/data/thumb_img/img84635.jpg
84645,투썸플레이스 충정로센트럴플레이스점,서울 중구 서소문로 50 1층,"영업시간 토,일 08:00 ~ 22:00",02-363-2377,/home/data/thumb_img/default6.jpg
84659,아이비사주카페,서울 서대문구 이화여대7길 23 2층,,02-313-0280,/home/data/thumb_img/default10.jpg
84660,운이좋은아이,서울 서대문구 이화여대길 88-19,,,/home/data/thumb_img/img84660.jpg
84671,메이준,서울 서대문구 이화여대8길 10,,02-362-3777,/home/data/thumb_img/default7.jpg
84675,서울엠티,서울 서대문구 신촌역로 12,,010-2043-4703,/home/data/thumb_img/img84675.jpg
84679,카페디헤바,서울 서대문구 이화여대3길 10 2층,영업시간 매일 10:00 ~ 23:00,02-312-0013,/home/data/thumb_img/img84679.jpg
84682,카페드라마,서울 서대문구 신촌역로 6 지하1층,영업시간 매일 11:30 ~ 20:30,02-312-7749,/home/data/thumb_img/img84682.jpg
84685,칸타트,서울 서대문구 이화여대길 48 1층,,,/home/data/thumb_img/default3.jpg
84689,곰곰,서울 마포구 백범로 152 공덕파크자이 상가 1층 7호,,070-8668-2222,/home/data/thumb_img/img84689.jpg
84693,사하라,서울 마포구 만리재로 15,영업시간 월~토 17:30 ~ 02:00,02-719-8338,/home/data/thumb_img/default3.jpg
84702,블루포트 이화여대점,서울 서대문구 이화여대길 52 이화여자대학교 헬렌관 1층,,02-3277-4888,/home/data/thumb_img/default4.jpg
84708,포토카페엔,서울 서대문구 이화여대길 66,,02-364-3987,/home/data/thumb_img/default10.jpg
84712,오월에만난바나나,서울 서대문구 신촌역로 22-5 박스퀘어 2층 45호,영업시간 월~토 12:00 ~ 19:00,0506-900-6354,/home/data/thumb_img/img84712.jpg
84713,이디야커피 대흥역점,서울 마포구 백범로 100,영업시간 매일 07:30 ~ 23:00,02-714-5988,/home/data/thumb_img/img84713.jpg
84716,생과일사탕,서울 서대문구 이화여대5길 18,,,/home/data/thumb_img/default5.jpg
84717,리에또,서울 마포구 신촌로 170,,02-704-5855,/home/data/thumb_img/default5.jpg
84727,새라가비,서울 중구 중림로 50,,02-392-6067,/home/data/thumb_img/img84727.jpg
84729,파우치커피 충정로점,서울 서대문구 충정로 30 충정아파트상가 1층,"토,일요일",02-313-8572,/home/data/thumb_img/img84729.jpg
84739,딩동코리아딩동클래식카페,서울 용산구 청파로 378,,02-364-0356,/home/data/thumb_img/img84739.jpg
84743,383커피,서울 용산구 청파로 383,,,/home/data/thumb_img/default7.jpg
84748,메가커피 공덕오거리점,서울 마포구 새창로 10,,02-711-2019,/home/data/thumb_img/img84748.jpg
84754,나무아래 이대점,서울 서대문구 이화여대7길 27-4,,070-8116-2209,/home/data/thumb_img/img84754.jpg
84773,90도씨,서울 마포구 백범로 127,"영업시간 토,일 10:00 ~ 22:00",02-6448-8389,/home/data/thumb_img/img84773.jpg
84775,나띵벗커피,서울 서대문구 이화여대3길 42-19,,,/home/data/thumb_img/default3.jpg
84783,커피에반하다 이대역점,서울 마포구 신촌로 160 1층,,,/home/data/thumb_img/default3.jpg
84784,슈슈차,서울 서대문구 이화여대길 86,,02-312-8999,/home/data/thumb_img/default8.jpg
84787,공차 신촌명물점,서울 서대문구 신촌역로 43,영업시간 매일 11:00 ~ 23:00,02-363-7709,/home/data/thumb_img/img84787.jpg
84793,르플로르,서울 양천구 목동동로 222-13,"영업시간 토,일 13:00 ~ 22:30",02-2646-5488,/home/data/thumb_img/img84793.jpg
84794,스타벅스 목동오목로점,서울 양천구 오목로 279,"영업시간 토,일 08:30 ~ 21:30",1522-3232,/home/data/thumb_img/default1.jpg
84795,비엔나커피하우스 목동7단지점,서울 양천구 목동서로 211 1층,,02-2655-1683,/home/data/thumb_img/img84795.jpg
84814,파스쿠찌 목동하이페리온2점,서울 양천구 오목로 300 205동 106호,영업시간 매일 08:00 ~ 23:00,02-2640-1666,/home/data/thumb_img/img84814.jpg
84821,카페멍 목동점,서울 양천구 오목로 337-10 소망빌딩 5층,"영업시간 토,일 12:00 ~ 21:00",02-2644-1351,/home/data/thumb_img/img84821.jpg
84823,세라젬카페오가다 목동점,서울 양천구 오목로 345 슬로우스퀘어 109~111호,,02-2062-0315,/home/data/thumb_img/img84823.jpg
84829,커피빈 목동트라팰리스점,"서울 양천구 오목로 299 트라팰리스 이스턴에비뉴 1층 107,108호","영업시간 토,일 08:00 ~ 23:00",02-2643-7725,/home/data/thumb_img/default6.jpg
84834,달콤커피 목동방송회관점,서울 양천구 목동동로 233 한국방송회관 1층,영업시간 매일 08:00 ~ 19:00,02-2062-8886,/home/data/thumb_img/img84834.jpg
84835,매머드커피 목동점,서울 양천구 목동서로 221 굿모닝탑오피스텔 110호,영업시간 토 08:00 ~ 18:00,,/home/data/thumb_img/img84835.jpg
84841,C4 목동점,서울 양천구 목동서로 155,영업시간 매일 10:30 ~ 22:00,02-2646-2378,/home/data/thumb_img/img84841.jpg
84842,디저트테이블,서울 양천구 목동동로 206-5 1층,,02-2652-3740,/home/data/thumb_img/img84842.jpg
84846,더앨리 현대백화점목동점,서울 양천구 목동동로 257 지하2층,,,/home/data/thumb_img/img84846.jpg
84855,미미씨,서울 양천구 오목로52길 19-3 1층,영업시간 매일 10:00 ~ 22:00,02-2655-1156,/home/data/thumb_img/img84855.jpg
84859,델리뉴스 목동점,서울 양천구 목동서로 221 목동굿모닝탑 2상가 113호,,02-2645-6533,/home/data/thumb_img/default4.jpg
84872,스무디킹 목동행복점,서울 양천구 목동동로 309 6층,영업시간 매일 10:00 ~ 22:00,02-6678-3641,/home/data/thumb_img/default1.jpg
84873,티눈,서울 양천구 오목로52길 21,,,/home/data/thumb_img/default5.jpg
84874,오가다 서울목동파라곤점,서울 양천구 목동서로 155 목동 파라곤 제지1층 제상가 비130호,,02-2652-0543,/home/data/thumb_img/default4.jpg
84880,카페리세 목동점,서울 양천구 오목로 345 슬로우스퀘어 지하 1층 110호,,02-2695-0225,/home/data/thumb_img/img84880.jpg
84889,카페에스더커피,서울 양천구 오목로54길 8-1,,02-2651-2700,/home/data/thumb_img/default3.jpg
84890,커피스테이,서울 양천구 목동동로 222-6 1층,,,/home/data/thumb_img/default4.jpg
84893,U카페,서울 양천구 오목로 329-6,,02-2653-7780,/home/data/thumb_img/default3.jpg
84895,팡드샹떼,서울 양천구 목동동로12길 45,,02-2652-2005,/home/data/thumb_img/default4.jpg
84902,이츠에스프레소,서울 양천구 목동서로 213,,02-2651-9190,/home/data/thumb_img/img84902.jpg
84903,네스카페 목동반디앤루니스점,서울 양천구 목동동로 257 현대백화점 지하 3층,,02-2163-2251,/home/data/thumb_img/default8.jpg
84905,카페그린,서울 양천구 목동동로 293 현대41타워 1층,,02-2644-7171,/home/data/thumb_img/default2.jpg
84913,나르치스,서울 양천구 목동서로 240,,,/home/data/thumb_img/default1.jpg
84914,커피애,서울 양천구 신목로2길 68 오목빌딩 1층 106호,,0507-1454-2555,/home/data/thumb_img/default7.jpg
84918,시놉,서울 양천구 목동동로 206-5 101호,,,/home/data/thumb_img/img84918.jpg
84920,전구소다,서울 양천구 목동동로 257 지하1층,,,/home/data/thumb_img/default10.jpg
84922,더써드플레이스,서울 양천구 목동동로 309,,,/home/data/thumb_img/default4.jpg
84924,커피집아라비카 목동본점,서울 양천구 목동서로 155,영업시간 매일 08:00 ~ 22:00,,/home/data/thumb_img/default10.jpg
84926,메종오뜨,서울 양천구 목동서로 155 파라곤 B44,영업시간 매일 10:00 ~ 19:00,,/home/data/thumb_img/default1.jpg
84927,바로그아지트,서울 양천구 목동로 212,,,/home/data/thumb_img/default4.jpg
84935,전지원의작은커피집,서울 양천구 목동중앙로 11,,,/home/data/thumb_img/default3.jpg
84944,쿠바쿠바,서울 양천구 목동중앙서로7길 10 1층,,02-2604-0311,/home/data/thumb_img/default3.jpg
84947,카페코반,서울 양천구 목동동로 339,,,/home/data/thumb_img/img84947.jpg
84950,다방구,서울 양천구 목동중앙서로9길 30 1층,,,/home/data/thumb_img/img84950.jpg
84951,더컵스,서울 양천구 목동서로 100 관리동상가 1층,"영업시간 토,일 12:00 ~ 18:00",02-2652-9399,/home/data/thumb_img/img84951.jpg
84954,알로카페,서울 양천구 목동동로 339 목동트윈빌103호,,,/home/data/thumb_img/default5.jpg
84961,커피아라비카 목동본점,서울 양천구 목동중앙서로7가길 31,,02-2646-7756,/home/data/thumb_img/img84961.jpg
84965,커피갤러리,서울 양천구 목동중앙로3길 11,,02-2655-1421,/home/data/thumb_img/default9.jpg
84967,알앤커피,서울 양천구 등촌로 32,영업시간 토 11:00 ~ 21:00,,/home/data/thumb_img/img84967.jpg
84970,커피하우저,서울 양천구 등촌로 26 지하1층,,070-4237-0700,/home/data/thumb_img/img84970.jpg
84972,쥬씨 강서고점,서울 양천구 목동중앙남로 24-1,,02-2062-8922,/home/data/thumb_img/default4.jpg
84974,패닉이스케이프 목동지점,서울 양천구 신정중앙로 96 4층,,02-6408-5044,/home/data/thumb_img/img84974.jpg
84978,낭만과스케치,서울 강서구 곰달래로 271,,,/home/data/thumb_img/img84978.jpg
84987,빽다방 목동역점,서울 양천구 오목로 231,영업시간 매일 08:00 ~ 23:00,02-2606-1883,/home/data/thumb_img/img84987.jpg
84988,요거프레소 신목동점,서울 양천구 목동중앙로 89,,02-6405-1847,/home/data/thumb_img/default3.jpg
84993,아모르버터,서울 양천구 오목로48길 20-1,영업시간 토 12:00 ~ 18:00,02-2601-9739,/home/data/thumb_img/img84993.jpg
84997,이재성의촛불잔치,서울 양천구 등촌로 40,,02-333-8828,/home/data/thumb_img/default5.jpg
85005,목동커피,서울 양천구 신정중앙로23길 6 1층,,,/home/data/thumb_img/img85005.jpg
85011,카페 바린소울,서울 양천구 등촌로 32,,,/home/data/thumb_img/default3.jpg
85013,에스프레소,서울 강서구 곰달래로60길 19,,,/home/data/thumb_img/default7.jpg
85015,아마스빈 목동파리공원점,서울 양천구 목동서로 77 현대월드타워 1층,,02-2642-2778,/home/data/thumb_img/img85015.jpg
85016,커피하오,서울 양천구 목동중앙로 103-1,영업시간 매일 10:00 ~ 22:00,02-2061-7472,/home/data/thumb_img/img85016.jpg
85024,인연마카롱,서울 양천구 목동서로 77 현대월드타워 지하 114호,,,/home/data/thumb_img/img85024.jpg
85032,이디야커피 목동파리공원점,서울 양천구 목동동로 379 광장상가 104호,영업시간 매일 08:30 ~ 23:00,02-2643-7570,/home/data/thumb_img/default2.jpg
85037,족욕카페바이비앤뷰 목동본점,서울 양천구 목동중앙남로5길 45 1층 102호,,02-2654-5330,/home/data/thumb_img/default6.jpg
85048,카페본,서울 강서구 곰달래로 269,,,/home/data/thumb_img/default1.jpg
85053,투썸플레이스 양천신목로점,서울 양천구 신목로 50 1층,영업시간 매일 08:00 ~ 22:00,02-2651-2555,/home/data/thumb_img/img85053.jpg
85057,카페노이,서울 양천구 목동로 181,,,/home/data/thumb_img/img85057.jpg
85060,카페라로,서울 양천구 목동중앙남로3길 55,,02-6497-9383,/home/data/thumb_img/default10.jpg
85061,목련다방,서울 강서구 등촌로 61,,,/home/data/thumb_img/default10.jpg
85067,파스쿠찌 목동파리공원점,"서울 양천구 목동서로 57 현대 파리지앙 1,2층",영업시간 매일 07:00 ~ 02:00,02-2645-8497,/home/data/thumb_img/default8.jpg
85071,마고하우스,"서울 양천구 신월로 385 1,2층",영업시간 월~토 10:00 ~ 22:00,,/home/data/thumb_img/img85071.jpg
85073,안단테,서울 양천구 목동동로12길 20,,02-2646-9426,/home/data/thumb_img/default4.jpg
85075,정경,서울 양천구 목동서로 277,,02-2645-3961,/home/data/thumb_img/default1.jpg
85076,쩡스92도,서울 양천구 등촌로 74,,,/home/data/thumb_img/img85076.jpg
85089,스페이스오디티,서울 강서구 등촌로13나길 16-11 지층,영업시간 화~일 10:00 ~ 21:00,,/home/data/thumb_img/img85089.jpg
85090,투두카페,서울 양천구 신목로6길 29 1층,영업시간 화~일 11:00 ~ 22:00,02-2642-2643,/home/data/thumb_img/img85090.jpg
85094,커피요리,서울 양천구 목동서로 77 현대월드타워 1층 101-5호,영업시간 월~토 11:00 ~ 22:00,02-2643-0109,/home/data/thumb_img/default4.jpg
85102,카페꼬숩,서울 양천구 신목로4길 1,영업시간 월~토 11:00 ~ 22:00,02-2653-2249,/home/data/thumb_img/img85102.jpg
85104,제이블리키즈카페,서울 양천구 신목로 34 현승빌딩 4층,,02-2646-8353,/home/data/thumb_img/img85104.jpg
85105,오늘은 지은다방,서울 양천구 목동로9길 12,,,/home/data/thumb_img/img85105.jpg
85107,커피에진심을담다,서울 양천구 등촌로 102-1 현정빌딩 103호,영업시간 토 12:00 ~ 21:00,,/home/data/thumb_img/img85107.jpg
85114,카페올리브,서울 양천구 신정중앙로21길 37 제일에비앙 1층 101호,,02-2696-8077,/home/data/thumb_img/img85114.jpg
85116,콰스타커피 목동점,서울 양천구 목동동로12길 20,,02-2061-7896,/home/data/thumb_img/default2.jpg
85119,제일커피,서울 양천구 은행정로 74,,,/home/data/thumb_img/default1.jpg
85120,I'm,서울 양천구 목동서로 57,,02-2646-9008,/home/data/thumb_img/img85120.jpg
85125,이티다방,서울 양천구 목동중앙본로7길 46,,02-2603-7497,/home/data/thumb_img/default6.jpg
85129,요거프레소 목동1단지점,서울 양천구 목동서로 37,영업시간 매일 09:30 ~ 22:30,02-2062-0237,/home/data/thumb_img/default10.jpg
85130,커피랑도서관 신정교점,서울 양천구 신목로 38 엘도라도빌딩 4층 403호,영업시간 매일 09:00 ~ 22:00,070-8830-1140,/home/data/thumb_img/default10.jpg
85135,행복플러스카페 목동점,서울 양천구 목동서로 33,,02-2646-2500,/home/data/thumb_img/default6.jpg
85145,킬로미터제로,서울 양천구 목동동로 350 목동신시가아파트5단지 B상가동 112호,,02-2644-0683,/home/data/thumb_img/img85145.jpg
85146,매카이,서울 영등포구 영등포로5길 46,"영업시간 토,일 09:00 ~ 23:00",,/home/data/thumb_img/img85146.jpg
85154,아띠랑스,서울 양천구 오목로 188 라비앙오피스텔 1층,,02-3472-5212,/home/data/thumb_img/default1.jpg
85159,종기리북카페,서울 양천구 목동서로 49,,,/home/data/thumb_img/default3.jpg
85165,카페 세실리아(cafe cecilia),서울 양천구 신목로6길 41,,,/home/data/thumb_img/default4.jpg
85177,카페가나르,서울 양천구 신월로 370,,02-2651-0888,/home/data/thumb_img/default3.jpg
85182,바느빌하는바리스타,서울 양천구 목동동로 350,,,/home/data/thumb_img/default1.jpg
85191,요거프레소 목동1단지점,서울 양천구 목동서로 38,,02-2062-0237,/home/data/thumb_img/default7.jpg
85193,허니커피,서울 양천구 신월로 374,,,/home/data/thumb_img/default5.jpg
85196,커피향기,서울 양천구 목동중앙남로13길 13,,,/home/data/thumb_img/default8.jpg
85197,카페데이,서울 양천구 목동동로10길 14,영업시간 매일 10:00 ~ 21:00,02-2652-9242,/home/data/thumb_img/default6.jpg
85204,라따뚜이,서울 양천구 오목로46길 32 1층,영업시간 매일 09:30 ~ 21:00,070-7814-5736,/home/data/thumb_img/img85204.jpg
85216,커피볶는집,서울 양천구 목동중앙본로 67,,,/home/data/thumb_img/img85216.jpg
85217,커피사피엔스 양평동2가점,서울 영등포구 영등포로5길 19 동아프라임밸리 105호,"영업시간 토,일 08:00 ~ 17:00",02-2633-0466,/home/data/thumb_img/img85217.jpg
85218,카페어거스트러쉬,서울 양천구 신월로38길 6,"영업시간 토,일 11:00 ~ 21:00",02-6084-8080,/home/data/thumb_img/default10.jpg
85219,루타99,서울 영등포구 선유서로 99,"영업시간 토,일 11:00 ~ 24:00",02-2632-4991,/home/data/thumb_img/img85219.jpg
85220,카페코지 양평점,서울 영등포구 영등포로5길 31 1층,영업시간 매일 08:00 ~ 19:00,0507-1407-4192,/home/data/thumb_img/img85220.jpg
85222,랑쥬,서울 양천구 목동서로 35,,02-2647-1701,/home/data/thumb_img/default7.jpg
85223,팔공티 목동점,서울 양천구 목동동로8길 11,,02-6246-6400,/home/data/thumb_img/default4.jpg
85224,엘,서울 양천구 목동중앙본로 70,,,/home/data/thumb_img/default6.jpg
85235,킹콩쥬스 양평점,서울 영등포구 영등포로5길 32,,,/home/data/thumb_img/default6.jpg
85248,요거프레소 은행정로점,서울 양천구 은행정로 16,영업시간 매일 10:00 ~ 22:00,02-2651-5857,/home/data/thumb_img/default5.jpg
